"most_freq"	"count_E"	"count_aE"	"count_aNE"	"count_NE"
"MTERF3"	"aNE"	0	0	27	3
"MTERF4"	"aNE"	0	0	25	5
"MTF1"	"aNE"	0	2	23	5
"MTF2"	"aNE"	0	0	23	7
"MTFMT"	"aNE"	0	1	29	0
"MTFP1"	"aNE"	0	0	27	3
"MTFR1"	"aNE"	0	0	19	11
"MTFR1L"	"aNE"	0	0	19	11
"MTFR2"	"aNE"	0	0	16	14
"MTG1"	"aNE"	0	0	28	2
"MTG2"	"aNE"	1	8	20	1
"MTHFD1"	"aNE"	0	5	20	5
"MTHFD1L"	"aNE"	0	0	23	7
"MTHFD2"	"aNE"	0	0	23	7
"MTHFD2L"	"aNE"	0	1	17	12
"MTHFR"	"NE"	0	0	10	20
"MTHFS"	"NE"	0	0	9	21
"MTHFSD"	"aNE"	0	0	23	7
"MTIF2"	"aNE"	0	0	29	1
"MTIF3"	"aNE"	0	0	22	8
"MTM1"	"NE"	NA	NA	NA	NA
"MTMR1"	"aNE"	NA	NA	NA	NA
"MTMR10"	"NE"	0	0	9	21
"MTMR11"	"aNE"	0	0	22	8
"MTMR12"	"aNE"	0	0	16	14
"MTMR14"	"NE"	0	0	12	18
"MTMR2"	"aNE"	0	0	19	11
"MTMR3"	"aNE"	0	0	24	6
"MTMR4"	"aNE"	0	1	28	1
"MTMR6"	"aNE"	0	0	28	2
"MTMR7"	"aNE"	0	0	15	15
"MTMR8"	"NE"	NA	NA	NA	NA
"MTMR9"	"aNE"	0	0	17	13
"MTNR1A"	"aNE"	0	0	20	10
"MTNR1B"	"aNE"	0	0	15	15
"MTO1"	"aNE"	0	0	30	0
"MTOR"	"E"	26	4	0	0
"MTPAP"	"aNE"	0	14	15	1
"MTPN"	"NE"	0	0	11	19
"MTR"	"aNE"	0	1	25	4
"MTRES1"	"aNE"	0	0	26	4
"MTREX"	"E"	29	1	0	0
"MTRF1"	"aNE"	0	0	28	2
"MTRF1L"	"aNE"	0	8	22	0
"MTRFR"	"aNE"	0	0	29	1
"MTRR"	"aNE"	0	0	22	8
"MTSS1"	"aNE"	0	0	25	5
"MTSS2"	"aNE"	0	0	15	15
"MTTP"	"aNE"	0	0	21	9
"MTURN"	"aNE"	0	0	20	10
"MTUS1"	"NE"	0	0	13	17
"MTUS2"	"NE"	0	0	3	27
"MTX1"	"NE"	0	0	11	19
"MTX2"	"aNE"	0	3	22	5
"MTX3"	"aNE"	0	0	27	3
"MUC1"	"aNE"	0	0	29	1
"MUC12"	"aNE"	0	0	16	14
"MUC15"	"aNE"	0	0	15	15
"MUC16"	"NE"	0	0	14	16
"MUC17"	"aNE"	0	0	24	6
"MUC20"	"aNE"	0	5	25	0
"MUC21"	"NE"	0	0	10	20
"MUC22"	"NE"	0	0	1	29
"MUC4"	"NE"	0	0	6	24
"MUC5B"	"aNE"	0	0	21	9
"MUC6"	"aNE"	0	0	18	12
"MUC7"	"NE"	0	0	10	20
"MUCL1"	"aNE"	0	0	18	12
"MUCL3"	"NE"	0	0	13	17
"MUL1"	"aNE"	0	0	21	9
"MUS81"	"aNE"	0	2	28	0
"MUSK"	"NE"	0	0	12	18
"MUSTN1"	"aNE"	0	0	22	8
"MUTYH"	"aNE"	0	0	24	6
"MVB12A"	"aNE"	0	0	22	8
"MVB12B"	"aNE"	0	0	15	15
"MVD"	"aE"	5	14	11	0
"MVK"	"E"	20	7	3	0
"MVP"	"aNE"	0	0	15	15
"MX1"	"NE"	0	0	8	22
"MX2"	"NE"	0	0	6	24
"MXD1"	"NE"	0	0	7	23
"MXD3"	"aNE"	0	0	20	10
"MXD4"	"NE"	0	0	13	17
"MXI1"	"NE"	0	0	2	28
"MXRA5"	"NE"	NA	NA	NA	NA
"MXRA7"	"aNE"	0	6	24	0
"MXRA8"	"aNE"	0	0	21	9
"MYADM"	"aNE"	0	0	24	6
"MYADML2"	"NE"	0	0	10	20
"MYB"	"aNE"	0	0	28	2
"MYBBP1A"	"aE"	6	19	5	0
"MYBL1"	"NE"	0	0	12	18
"MYBL2"	"aNE"	0	2	25	3
"MYBPC1"	"NE"	0	0	12	18
"MYBPC2"	"aNE"	0	0	16	14
"MYBPC3"	"aNE"	0	0	23	7
"MYBPH"	"aNE"	0	0	22	8
"MYBPHL"	"aNE"	0	1	29	0
"MYC"	"E"	20	10	0	0
"MYCBP"	"aNE"	0	2	27	1
"MYCBPAP"	"aNE"	0	2	28	0
"MYCL"	"aNE"	0	0	26	4
"MYCN"	"aNE"	0	0	27	3
"MYCT1"	"NE"	0	0	12	18
"MYD88"	"NE"	0	0	7	23
"MYDGF"	"aNE"	0	0	17	13
"MYEF2"	"NE"	0	0	7	23
"MYEOV"	"aNE"	0	0	25	5
"MYF5"	"aNE"	0	0	26	4
"MYF6"	"aNE"	0	0	24	6
"MYG1"	"aNE"	0	2	28	0
"MYH1"	"NE"	0	0	5	25
"MYH10"	"NE"	0	0	11	19
"MYH11"	"aNE"	0	0	23	7
"MYH13"	"aNE"	0	0	16	14
"MYH14"	"aNE"	0	0	23	7
"MYH15"	"NE"	0	0	6	24
"MYH2"	"aNE"	0	0	17	13
"MYH3"	"aNE"	0	0	23	7
"MYH4"	"aNE"	0	0	17	13
"MYH6"	"aNE"	0	0	24	6
"MYH7"	"aNE"	0	0	23	7
"MYH7B"	"aNE"	0	0	26	4
"MYH8"	"NE"	0	0	12	18
"MYH9"	"aNE"	1	10	16	3
"MYL1"	"NE"	0	0	11	19
"MYL10"	"NE"	0	0	4	26
"MYL12A"	"aNE"	0	0	27	3
"MYL12B"	"aNE"	0	0	17	13
"MYL2"	"aNE"	0	0	26	4
"MYL3"	"aNE"	0	0	27	3
"MYL4"	"aNE"	0	0	29	1
"MYL5"	"NE"	0	0	13	17
"MYL6"	"aNE"	0	0	22	8
"MYL6B"	"aNE"	0	0	25	5
"MYL7"	"aNE"	0	0	25	5
"MYL9"	"aNE"	0	0	24	6
"MYLIP"	"NE"	0	0	13	17
"MYLK"	"NE"	0	0	9	21
"MYLK2"	"aNE"	0	0	29	1
"MYLK3"	"NE"	0	0	6	24
"MYLK4"	"NE"	0	0	7	23
"MYLPF"	"aNE"	0	0	23	7
"MYMK"	"aNE"	0	0	15	15
"MYNN"	"aNE"	0	0	18	12
"MYO10"	"aNE"	0	0	19	11
"MYO15A"	"aNE"	0	0	29	1
"MYO16"	"NE"	0	0	13	17
"MYO18A"	"aNE"	0	2	28	0
"MYO18B"	"NE"	0	0	12	18
"MYO19"	"aNE"	0	1	28	1
"MYO1A"	"aNE"	0	0	29	1
"MYO1B"	"aNE"	0	0	19	11
"MYO1C"	"aNE"	0	0	27	3
"MYO1D"	"aNE"	0	0	18	12
"MYO1E"	"NE"	0	0	11	19
"MYO1F"	"aNE"	0	0	21	9
"MYO1G"	"aNE"	0	0	26	4
"MYO1H"	"aNE"	0	10	20	0
"MYO3A"	"NE"	0	0	9	21
"MYO3B"	"aNE"	0	0	26	4
"MYO5A"	"NE"	0	0	11	19
"MYO5B"	"NE"	0	0	10	20
"MYO5C"	"aNE"	0	0	16	14
"MYO6"	"NE"	0	0	12	18
"MYO7A"	"aNE"	0	0	24	6
"MYO7B"	"aNE"	0	0	22	8
"MYO9A"	"aNE"	0	0	20	10
"MYO9B"	"aNE"	0	0	22	8
"MYOC"	"aNE"	0	0	23	7
"MYOCD"	"NE"	0	0	2	28
"MYOD1"	"aNE"	0	0	21	9
"MYOF"	"NE"	0	0	7	23
"MYOG"	"NE"	0	0	13	17
"MYOM1"	"NE"	0	0	6	24
"MYOM2"	"aNE"	0	0	17	13
"MYOM3"	"aNE"	0	0	23	7
"MYOT"	"aNE"	0	0	22	8
"MYOZ1"	"aNE"	0	0	23	7
"MYOZ2"	"aNE"	0	0	20	10
"MYOZ3"	"aNE"	0	0	16	14
"MYPN"	"NE"	0	0	14	16
"MYPOP"	"aNE"	0	0	19	11
"MYRF"	"aNE"	1	1	28	0
"MYRIP"	"aNE"	0	0	16	14
"MYSM1"	"aNE"	0	0	25	5
"MYT1"	"aNE"	0	0	22	8
"MYT1L"	"aNE"	0	0	26	4
"MZB1"	"aNE"	0	0	21	9
"MZF1"	"aNE"	0	1	28	1
"MZT1"	"E"	30	0	0	0
"N4BP1"	"NE"	0	0	5	25
"N4BP2"	"aNE"	0	0	17	13
"N4BP2L1"	"aNE"	0	0	16	14
"N4BP2L2"	"aNE"	0	0	20	10
"N4BP3"	"NE"	0	0	9	21
"N6AMT1"	"aNE"	0	6	23	1
"NAA10"	"E"	NA	NA	NA	NA
"NAA11"	"NE"	0	0	10	20
"NAA15"	"aE"	6	24	0	0
"NAA16"	"aNE"	0	0	23	7
"NAA20"	"aE"	2	21	7	0
"NAA25"	"aE"	1	22	7	0
"NAA30"	"aNE"	0	2	26	2
"NAA35"	"aNE"	0	4	24	2
"NAA38"	"aNE"	0	0	29	1
"NAA40"	"aNE"	0	3	27	0
"NAA50"	"E"	27	3	0	0
"NAA60"	"aNE"	0	0	23	7
"NAA80"	"aNE"	0	0	24	6
"NAAA"	"aNE"	0	0	18	12
"NAALAD2"	"NE"	0	0	8	22
"NAALADL1"	"aNE"	0	1	27	2
"NAALADL2"	"NE"	0	0	3	27
"NAB1"	"NE"	0	0	10	20
"NAB2"	"aNE"	0	0	16	14
"NABP1"	"NE"	0	0	14	16
"NABP2"	"aNE"	0	1	27	2
"NACA"	"E"	29	1	0	0
"NACA2"	"aNE"	0	0	24	6
"NACAD"	"NE"	0	0	6	24
"NACC1"	"aNE"	0	0	22	8
"NACC2"	"aNE"	0	0	23	7
"NADK"	"aNE"	0	0	23	7
"NADK2"	"NE"	0	0	4	26
"NADSYN1"	"aNE"	0	0	24	6
"NAE1"	"aE"	2	16	12	0
"NAF1"	"aNE"	0	1	29	0
"NAGA"	"aNE"	0	0	19	11
"NAGK"	"NE"	0	0	13	17
"NAGLU"	"aNE"	0	1	29	0
"NAGPA"	"aNE"	0	0	28	2
"NAGS"	"aNE"	0	0	17	13
"NAIF1"	"aNE"	0	0	18	12
"NAIP"	"aE"	0	16	14	0
"NALCN"	"NE"	0	0	7	23
"NALF1"	"NE"	0	0	6	24
"NALF2"	"NE"	NA	NA	NA	NA
"NAMPT"	"aNE"	1	3	26	0
"NANOGNB"	"aNE"	0	0	23	7
"NANOS1"	"aNE"	0	0	24	6
"NANOS2"	"NE"	0	0	14	16
"NANOS3"	"aNE"	0	0	23	7
"NANP"	"aNE"	0	0	23	7
"NANS"	"aNE"	0	0	17	13
"NAP1L1"	"aNE"	0	0	26	4
"NAP1L2"	"NE"	NA	NA	NA	NA
"NAP1L3"	"NE"	NA	NA	NA	NA
"NAP1L4"	"aNE"	0	0	17	13
"NAP1L5"	"aNE"	0	0	17	13
"NAPA"	"E"	30	0	0	0
"NAPB"	"NE"	0	0	10	20
"NAPEPLD"	"NE"	0	0	8	22
"NAPG"	"aE"	7	16	7	0
"NAPRT"	"aNE"	0	0	26	4
"NAPSA"	"aNE"	0	0	23	7
"NARF"	"aNE"	0	0	22	8
"NARS1"	"E"	29	1	0	0
"NARS2"	"aNE"	0	2	25	3
"NASP"	"aE"	0	17	13	0
"NAT1"	"NE"	0	0	7	23
"NAT10"	"E"	19	11	0	0
"NAT14"	"NE"	0	0	11	19
"NAT16"	"aNE"	0	0	19	11
"NAT2"	"NE"	0	0	12	18
"NAT8"	"aNE"	0	0	27	3
"NAT8L"	"NE"	0	0	14	16
"NAT9"	"aNE"	0	0	19	11
"NAV1"	"aNE"	0	1	27	2
"NAV2"	"aNE"	0	0	26	4
"NAV3"	"aNE"	0	0	22	8
"NAXD"	"NE"	0	0	12	18
"NAXE"	"aNE"	0	0	25	5
"NBAS"	"aE"	4	17	9	0
"NBEA"	"aNE"	0	0	22	8
"NBEAL1"	"aNE"	0	0	29	1
"NBEAL2"	"NE"	0	0	8	22
"NBL1"	"aNE"	0	0	26	4
"NBN"	"NE"	0	0	14	16
"NBPF3"	"aE"	1	15	14	0
"NBR1"	"aNE"	0	0	24	6
"NCALD"	"aNE"	0	0	21	9
"NCAM2"	"NE"	0	0	8	22
"NCAN"	"aNE"	0	0	20	10
"NCAPD2"	"E"	24	6	0	0
"NCAPD3"	"aE"	11	18	1	0
"NCAPG"	"E"	30	0	0	0
"NCAPG2"	"E"	18	11	1	0
"NCAPH"	"aE"	14	14	2	0
"NCAPH2"	"aE"	10	18	2	0
"NCBP1"	"E"	21	9	0	0
"NCBP2"	"E"	30	0	0	0
"NCBP3"	"aNE"	0	0	17	13
"NCCRP1"	"aNE"	0	0	20	10
"NCDN"	"aNE"	0	1	29	0
"NCEH1"	"aNE"	0	0	15	15
"NCF1"	"aNE"	0	1	29	0
"NCF2"	"NE"	0	0	14	16
"NCF4"	"NE"	0	0	9	21
"NCK1"	"aNE"	0	0	22	8
"NCK2"	"aNE"	0	0	18	12
"NCKAP1"	"aNE"	2	12	16	0
"NCKAP1L"	"aNE"	0	0	23	7
"NCKAP5"	"NE"	0	0	11	19
"NCKAP5L"	"aNE"	0	1	28	1
"NCKIPSD"	"aNE"	0	0	22	8
"NCL"	"aE"	7	20	3	0
"NCLN"	"aNE"	0	2	22	6
"NCMAP"	"aNE"	0	0	25	5
"NCOA1"	"aNE"	0	0	26	4
"NCOA2"	"NE"	0	0	8	22
"NCOA3"	"aNE"	0	0	23	7
"NCOA4"	"aE"	3	20	7	0
"NCOA5"	"aNE"	0	1	25	4
"NCOA6"	"aNE"	0	6	23	1
"NCOA7"	"NE"	0	0	13	17
"NCOR1"	"aNE"	0	0	26	4
"NCOR2"	"aNE"	0	0	22	8
"NCR1"	"NE"	0	0	13	17
"NCR2"	"aNE"	0	1	29	0
"NCR3"	"aNE"	0	0	17	13
"NCR3LG1"	"aNE"	0	0	27	3
"NCS1"	"aNE"	0	0	21	9
"NCSTN"	"aNE"	0	0	19	11
"NDC1"	"aE"	1	15	14	0
"NDC80"	"E"	30	0	0	0
"NDE1"	"aNE"	1	12	16	1
"NDEL1"	"aNE"	0	0	20	10
"NDFIP1"	"NE"	0	0	6	24
"NDFIP2"	"aNE"	0	0	18	12
"NDN"	"aNE"	0	0	17	13
"NDNF"	"NE"	0	0	12	18
"NDOR1"	"aE"	9	18	3	0
"NDP"	"aNE"	NA	NA	NA	NA
"NDRG1"	"NE"	0	0	2	28
"NDRG2"	"aNE"	0	0	26	4
"NDRG3"	"aNE"	0	0	19	11
"NDRG4"	"NE"	0	0	7	23
"NDST1"	"NE"	0	0	14	16
"NDST2"	"aNE"	0	0	18	12
"NDST3"	"NE"	0	0	2	28
"NDST4"	"NE"	0	0	9	21
"NDUFA1"	"aNE"	NA	NA	NA	NA
"NDUFA10"	"aNE"	0	0	30	0
"NDUFA11"	"aNE"	1	5	23	1
"NDUFA12"	"aNE"	0	0	28	2
"NDUFA13"	"aNE"	0	4	26	0
"NDUFA2"	"aNE"	0	6	24	0
"NDUFA3"	"aNE"	0	1	24	5
"NDUFA4"	"aNE"	0	4	26	0
"NDUFA4L2"	"aNE"	0	0	29	1
"NDUFA5"	"aNE"	0	5	25	0
"NDUFA6"	"aNE"	0	5	22	3
"NDUFA7"	"aNE"	0	0	29	1
"NDUFA8"	"aNE"	0	5	25	0
"NDUFA9"	"aNE"	0	1	26	3
"NDUFAB1"	"aE"	2	22	6	0
"NDUFAF1"	"aNE"	0	6	24	0
"NDUFAF2"	"aNE"	0	2	28	0
"NDUFAF3"	"aNE"	0	5	24	1
"NDUFAF4"	"aNE"	0	4	25	1
"NDUFAF5"	"aNE"	0	0	27	3
"NDUFAF6"	"aNE"	0	0	25	5
"NDUFAF7"	"aNE"	0	1	29	0
"NDUFAF8"	"aE"	1	15	14	0
"NDUFB1"	"aNE"	0	0	28	2
"NDUFB10"	"aNE"	2	10	18	0
"NDUFB11"	"aNE"	NA	NA	NA	NA
"NDUFB2"	"aNE"	0	1	27	2
"NDUFB3"	"aE"	2	26	2	0
"NDUFB4"	"aNE"	0	6	24	0
"NDUFB5"	"aNE"	0	2	28	0
"NDUFB6"	"aNE"	0	4	25	1
"NDUFB7"	"aNE"	0	4	26	0
"NDUFB8"	"aNE"	0	4	26	0
"NDUFB9"	"aE"	0	17	13	0
"NDUFC1"	"aNE"	0	2	26	2
"NDUFC2"	"aNE"	1	8	21	0
"NDUFS1"	"aNE"	0	4	25	1
"NDUFS2"	"aNE"	0	5	25	0
"NDUFS3"	"aNE"	0	7	21	2
"NDUFS4"	"aNE"	0	0	19	11
"NDUFS5"	"aE"	0	15	15	0
"NDUFS6"	"NE"	0	0	12	18
"NDUFS7"	"aNE"	0	1	27	2
"NDUFS8"	"aNE"	0	8	19	3
"NDUFV1"	"aNE"	0	4	25	1
"NDUFV2"	"aNE"	0	0	19	11
"NDUFV3"	"aNE"	0	0	18	12
"NEB"	"aNE"	0	0	22	8
"NEBL"	"NE"	0	0	7	23
"NECAB1"	"NE"	0	0	14	16
"NECAB2"	"aNE"	0	0	15	15
"NECAB3"	"aNE"	0	0	26	4
"NECAP1"	"aNE"	0	0	25	5
"NECAP2"	"aNE"	0	0	23	7
"NECTIN1"	"NE"	0	0	11	19
"NECTIN2"	"NE"	0	0	14	16
"NECTIN3"	"NE"	0	0	9	21
"NECTIN4"	"aNE"	0	0	20	10
"NEDD1"	"E"	30	0	0	0
"NEDD4"	"NE"	0	0	4	26
"NEDD4L"	"aNE"	0	0	22	8
"NEDD8"	"E"	29	1	0	0
"NEDD9"	"aNE"	0	0	20	10
"NEFH"	"aNE"	0	0	15	15
"NEFM"	"NE"	0	0	5	25
"NEGR1"	"aNE"	0	0	16	14
"NEIL1"	"aNE"	0	0	16	14
"NEIL2"	"NE"	0	0	13	17
"NEIL3"	"NE"	0	0	5	25
"NEK1"	"aNE"	0	0	22	8
"NEK10"	"aNE"	0	0	23	7
"NEK11"	"aNE"	0	0	16	14
"NEK2"	"aNE"	0	0	28	2
"NEK3"	"NE"	0	0	13	17
"NEK4"	"NE"	0	0	13	17
"NEK5"	"aNE"	0	0	24	6
"NEK6"	"aNE"	0	0	15	15
"NEK7"	"aNE"	0	0	22	8
"NEK8"	"aNE"	0	0	18	12
"NEK9"	"aNE"	0	0	17	13
"NELFA"	"aE"	3	18	9	0
"NELFB"	"E"	13	12	5	0
"NELFCD"	"aNE"	0	12	17	1
"NELFE"	"aNE"	2	10	17	1
"NELL1"	"NE"	0	0	6	24
"NELL2"	"aNE"	0	0	20	10
"NEMF"	"aNE"	0	1	27	2
"NEMP1"	"NE"	0	0	4	26
"NEMP2"	"aNE"	0	0	24	6
"NENF"	"aNE"	0	0	28	2
"NEO1"	"aNE"	0	0	17	13
"NEPRO"	"E"	17	13	0	0
"NES"	"aNE"	0	1	28	1
"NET1"	"aNE"	0	0	19	11
"NETO1"	"NE"	0	0	7	23
"NETO2"	"aNE"	0	0	16	14
"NEU1"	"aNE"	0	0	24	6
"NEU2"	"aNE"	0	0	29	1
"NEU3"	"aNE"	0	0	23	7
"NEU4"	"aNE"	0	0	18	12
"NEURL1"	"aNE"	0	0	24	6
"NEURL1B"	"aNE"	0	0	18	12
"NEURL2"	"NE"	0	0	8	22
"NEURL4"	"aNE"	0	0	19	11
"NEUROD1"	"aNE"	0	0	16	14
"NEUROD2"	"aNE"	0	0	29	1
"NEUROD4"	"NE"	0	0	10	20
"NEUROD6"	"NE"	0	0	6	24
"NEUROG1"	"aNE"	0	0	21	9
"NEUROG2"	"NE"	0	0	13	17
"NEUROG3"	"aNE"	0	0	26	4
"NEXMIF"	"NE"	NA	NA	NA	NA
"NEXN"	"aNE"	0	1	15	14
"NF1"	"aNE"	0	1	18	11
"NF2"	"NE"	0	0	4	26
"NFAM1"	"NE"	0	0	4	26
"NFASC"	"aNE"	0	0	17	13
"NFAT5"	"aNE"	0	0	24	6
"NFATC1"	"NE"	0	0	1	29
"NFATC2"	"NE"	0	0	12	18
"NFATC2IP"	"aNE"	0	5	25	0
"NFATC3"	"NE"	0	0	11	19
"NFATC4"	"aNE"	0	0	26	4
"NFE2"	"aNE"	0	0	29	1
"NFE2L1"	"aNE"	0	0	26	4
"NFE2L2"	"aNE"	0	3	25	2
"NFE2L3"	"aNE"	0	10	20	0
"NFIA"	"aNE"	0	0	28	2
"NFIB"	"aNE"	0	0	19	11
"NFIC"	"NE"	0	0	11	19
"NFIL3"	"aNE"	0	0	19	11
"NFIX"	"NE"	0	0	10	20
"NFKB1"	"NE"	0	0	12	18
"NFKB2"	"aNE"	0	1	23	6
"NFKBIA"	"aNE"	0	0	23	7
"NFKBIB"	"aNE"	0	1	21	8
"NFKBID"	"aNE"	0	0	15	15
"NFKBIE"	"aNE"	0	7	23	0
"NFKBIL1"	"NE"	0	0	5	25
"NFKBIZ"	"aNE"	0	0	18	12
"NFRKB"	"aNE"	0	12	17	1
"NFS1"	"E"	30	0	0	0
"NFU1"	"aNE"	0	1	28	1
"NFX1"	"NE"	0	0	10	20
"NFXL1"	"NE"	0	0	9	21
"NFYA"	"aNE"	0	4	26	0
"NFYB"	"aE"	4	21	5	0
"NFYC"	"E"	17	12	1	0
"NGB"	"NE"	0	0	12	18
"NGDN"	"aE"	4	20	6	0
"NGEF"	"aNE"	0	0	16	14
"NGF"	"aNE"	0	0	22	8
"NGFR"	"aNE"	0	0	29	1
"NGLY1"	"aNE"	0	0	29	1
"NGRN"	"aNE"	0	1	27	2
"NHEJ1"	"aNE"	0	1	22	7
"NHLH1"	"NE"	0	0	9	21
"NHLH2"	"aNE"	0	0	19	11
"NHLRC1"	"aNE"	0	0	26	4
"NHLRC2"	"aE"	7	16	7	0
"NHLRC3"	"aNE"	0	0	28	2
"NHLRC4"	"aNE"	0	0	15	15
"NHP2"	"aE"	12	17	1	0
"NHS"	"aNE"	NA	NA	NA	NA
"NHSL1"	"aNE"	0	0	15	15
"NIBAN1"	"aNE"	0	0	29	1
"NIBAN2"	"aNE"	0	0	16	14
"NIBAN3"	"aNE"	0	0	17	13
"NICN1"	"NE"	0	0	11	19
"NID1"	"aNE"	0	0	26	4
"NID2"	"aNE"	0	0	16	14
"NIF3L1"	"aNE"	0	0	28	2
"NIFK"	"E"	30	0	0	0
"NIM1K"	"NE"	0	0	13	17
"NIN"	"NE"	0	0	9	21
"NINJ1"	"NE"	0	0	8	22
"NINJ2"	"aNE"	0	0	15	15
"NINL"	"NE"	0	0	10	20
"NIP7"	"E"	29	1	0	0
"NIPA1"	"NE"	0	0	11	19
"NIPA2"	"aNE"	0	2	26	2
"NIPAL1"	"aNE"	0	0	19	11
"NIPAL2"	"aNE"	0	0	30	0
"NIPAL3"	"NE"	0	0	3	27
"NIPAL4"	"NE"	0	0	5	25
"NIPBL"	"aNE"	0	2	14	14
"NIPSNAP1"	"aNE"	0	0	21	9
"NIPSNAP2"	"NE"	0	0	5	25
"NIPSNAP3A"	"aNE"	0	0	16	14
"NIPSNAP3B"	"aNE"	0	0	28	2
"NISCH"	"aNE"	0	5	24	1
"NIT1"	"aNE"	0	0	18	12
"NIT2"	"aNE"	0	0	22	8
"NKAIN1"	"aNE"	0	0	20	10
"NKAIN2"	"NE"	0	0	11	19
"NKAIN4"	"aNE"	0	0	15	15
"NKAP"	"aE"	NA	NA	NA	NA
"NKAPD1"	"aNE"	0	6	24	0
"NKAPL"	"aNE"	0	0	24	6
"NKD1"	"NE"	0	0	4	26
"NKD2"	"aNE"	0	0	18	12
"NKG7"	"NE"	0	0	5	25
"NKIRAS1"	"NE"	0	0	12	18
"NKIRAS2"	"NE"	0	0	10	20
"NKRF"	"aNE"	NA	NA	NA	NA
"NKTR"	"aNE"	0	0	20	10
"NKX1"	"aNE"	0	0	16	14
"NKX2"	"aNE"	0	0	17	13
"NKX2.1"	"NE"	0	0	4	26
"NKX2.2"	"aNE"	0	0	22	8
"NKX2.3"	"NE"	0	0	6	24
"NKX2.4"	"aNE"	0	0	30	0
"NKX2.5"	"NE"	0	0	14	16
"NKX3"	"NE"	0	0	10	20
"NKX3.1"	"NE"	0	0	7	23
"NKX6"	"NE"	0	0	4	26
"NKX6.1"	"NE"	0	0	12	18
"NKX6.2"	"aNE"	0	0	16	14
"NLE1"	"E"	26	3	1	0
"NLGN1"	"aNE"	0	0	24	6
"NLGN2"	"aNE"	0	0	25	5
"NLGN3"	"aNE"	NA	NA	NA	NA
"NLGN4X"	"NE"	NA	NA	NA	NA
"NLK"	"NE"	0	0	3	27
"NLN"	"NE"	0	0	11	19
"NLRC4"	"NE"	0	0	6	24
"NLRC5"	"aNE"	0	0	23	7
"NLRP1"	"NE"	0	0	12	18
"NLRP10"	"NE"	0	0	6	24
"NLRP11"	"NE"	0	0	14	16
"NLRP12"	"NE"	0	0	7	23
"NLRP13"	"aNE"	0	0	27	3
"NLRP14"	"NE"	0	0	5	25
"NLRP2"	"NE"	0	0	13	17
"NLRP3"	"NE"	0	0	13	17
"NLRP4"	"NE"	0	0	14	16
"NLRP5"	"aNE"	0	0	19	11
"NLRP6"	"NE"	0	0	13	17
"NLRP7"	"NE"	0	0	13	17
"NLRP8"	"NE"	0	0	7	23
"NLRP9"	"NE"	0	0	10	20
"NLRX1"	"aNE"	0	0	15	15
"NMB"	"NE"	0	0	12	18
"NMBR"	"NE"	0	0	7	23
"NMD3"	"E"	26	4	0	0
"NME1"	"aNE"	0	0	26	4
"NME2"	"aE"	0	16	14	0
"NME3"	"aNE"	0	0	25	5
"NME4"	"NE"	0	0	14	16
"NME5"	"aNE"	0	0	29	1
"NME6"	"aNE"	0	0	27	3
"NME7"	"NE"	0	0	7	23
"NME8"	"aNE"	0	0	19	11
"NME9"	"NE"	0	0	14	16
"NMI"	"aNE"	0	0	22	8
"NMNAT1"	"aNE"	0	1	29	0
"NMNAT2"	"aNE"	0	0	17	13
"NMNAT3"	"aNE"	0	0	23	7
"NMRAL1"	"aNE"	0	0	28	2
"NMRK1"	"aNE"	0	0	18	12
"NMRK2"	"aNE"	0	0	16	14
"NMS"	"aNE"	0	1	29	0
"NMT1"	"aNE"	0	9	14	7
"NMT2"	"NE"	0	0	4	26
"NMU"	"aNE"	0	0	20	10
"NMUR1"	"aNE"	0	0	22	8
"NMUR2"	"NE"	0	0	10	20
"NNAT"	"aNE"	0	0	16	14
"NNMT"	"NE"	0	0	3	27
"NNT"	"aNE"	0	0	19	11
"NOA1"	"aNE"	0	0	28	2
"NOB1"	"E"	21	6	3	0
"NOC2L"	"aE"	11	18	1	0
"NOC3L"	"aE"	0	23	7	0
"NOC4L"	"E"	22	8	0	0
"NOCT"	"aNE"	0	0	19	11
"NOD1"	"aNE"	0	0	20	10
"NOD2"	"NE"	0	0	5	25
"NODAL"	"aNE"	0	0	26	4
"NOG"	"aNE"	0	0	21	9
"NOL10"	"E"	27	3	0	0
"NOL11"	"aE"	11	19	0	0
"NOL12"	"aE"	5	24	1	0
"NOL3"	"aNE"	0	0	24	6
"NOL4"	"NE"	0	0	6	24
"NOL4L"	"aNE"	0	0	22	8
"NOL6"	"E"	25	5	0	0
"NOL7"	"aE"	4	22	4	0
"NOL8"	"aE"	0	28	2	0
"NOL9"	"E"	17	13	0	0
"NOLC1"	"aE"	1	23	6	0
"NOM1"	"aE"	2	14	14	0
"NOMO2"	"aNE"	0	0	22	8
"NONO"	"aNE"	NA	NA	NA	NA
"NOP10"	"aE"	6	22	2	0
"NOP14"	"aE"	10	19	1	0
"NOP16"	"E"	28	2	0	0
"NOP2"	"E"	28	2	0	0
"NOP53"	"aE"	4	20	6	0
"NOP56"	"E"	30	0	0	0
"NOP58"	"E"	29	1	0	0
"NOP9"	"aE"	12	13	5	0
"NOPCHAP1"	"aE"	4	22	4	0
"NOS1"	"aNE"	0	0	25	5
"NOS1AP"	"aNE"	0	3	27	0
"NOS2"	"aNE"	0	0	19	11
"NOS3"	"aNE"	0	0	15	15
"NOSIP"	"aNE"	0	0	29	1
