"most_freq"	"count_E"	"count_aE"	"count_aNE"	"count_NE"
"TBC1D22A"	"NE"	0	0	7	23
"TBC1D22B"	"aNE"	0	0	26	4
"TBC1D23"	"aNE"	0	0	25	5
"TBC1D24"	"aNE"	0	0	26	4
"TBC1D25"	"aNE"	NA	NA	NA	NA
"TBC1D26"	"NE"	0	0	0	30
"TBC1D28"	"aNE"	0	1	26	3
"TBC1D2B"	"aNE"	0	0	23	7
"TBC1D30"	"aNE"	0	0	28	2
"TBC1D31"	"aNE"	0	0	20	10
"TBC1D32"	"aNE"	0	0	23	7
"TBC1D4"	"NE"	0	0	8	22
"TBC1D5"	"aNE"	0	0	27	3
"TBC1D7"	"NE"	0	0	9	21
"TBC1D8"	"aNE"	0	1	27	2
"TBC1D8B"	"aNE"	NA	NA	NA	NA
"TBC1D9"	"aNE"	0	0	20	10
"TBC1D9B"	"aNE"	0	0	20	10
"TBCA"	"aE"	6	21	3	0
"TBCB"	"aE"	12	15	3	0
"TBCC"	"aE"	8	22	0	0
"TBCCD1"	"NE"	0	0	9	21
"TBCD"	"E"	19	10	1	0
"TBCE"	"aNE"	0	13	17	0
"TBCEL"	"aNE"	0	0	16	14
"TBCK"	"NE"	0	0	11	19
"TBK1"	"aNE"	0	0	24	6
"TBKBP1"	"aNE"	0	0	28	2
"TBL1X"	"NE"	NA	NA	NA	NA
"TBL1XR1"	"aNE"	0	5	21	4
"TBL2"	"aNE"	0	0	25	5
"TBL3"	"E"	20	10	0	0
"TBP"	"aE"	8	20	2	0
"TBPL1"	"NE"	0	0	9	21
"TBPL2"	"aNE"	0	0	28	2
"TBR1"	"NE"	0	0	12	18
"TBRG1"	"aNE"	0	0	16	14
"TBRG4"	"aNE"	0	0	21	9
"TBX1"	"aNE"	0	0	25	5
"TBX10"	"aNE"	0	0	25	5
"TBX15"	"aNE"	0	0	28	2
"TBX18"	"NE"	0	0	11	19
"TBX19"	"aNE"	0	0	18	12
"TBX2"	"aNE"	0	1	24	5
"TBX20"	"NE"	0	0	4	26
"TBX21"	"aNE"	0	0	28	2
"TBX22"	"NE"	NA	NA	NA	NA
"TBX3"	"aNE"	0	0	22	8
"TBX4"	"aNE"	0	0	21	9
"TBX5"	"aNE"	0	0	17	13
"TBX6"	"aNE"	0	0	25	5
"TBXA2R"	"NE"	0	0	5	25
"TBXAS1"	"aNE"	0	0	22	8
"TBXT"	"NE"	0	0	8	22
"TC2N"	"aNE"	0	0	17	13
"TCAF1"	"aNE"	0	0	25	5
"TCAF2"	"aNE"	0	0	23	7
"TCAIM"	"NE"	0	0	9	21
"TCAP"	"aNE"	0	0	25	5
"TCEA1"	"aNE"	0	0	20	10
"TCEA2"	"NE"	0	0	13	17
"TCEA3"	"aNE"	0	0	20	10
"TCEAL1"	"aNE"	NA	NA	NA	NA
"TCEAL2"	"NE"	NA	NA	NA	NA
"TCEAL4"	"aNE"	NA	NA	NA	NA
"TCEAL5"	"NE"	NA	NA	NA	NA
"TCEAL6"	"NE"	NA	NA	NA	NA
"TCEAL7"	"NE"	NA	NA	NA	NA
"TCEAL8"	"NE"	NA	NA	NA	NA
"TCEAL9"	"aNE"	NA	NA	NA	NA
"TCEANC"	"aNE"	NA	NA	NA	NA
"TCEANC2"	"aNE"	0	1	21	8
"TCERG1"	"aE"	0	16	14	0
"TCERG1L"	"aNE"	0	0	20	10
"TCF12"	"NE"	0	0	12	18
"TCF15"	"NE"	0	0	2	28
"TCF19"	"NE"	0	0	14	16
"TCF20"	"NE"	0	0	12	18
"TCF21"	"aNE"	0	0	21	9
"TCF23"	"NE"	0	0	7	23
"TCF24"	"NE"	0	0	12	18
"TCF25"	"aNE"	0	0	28	2
"TCF3"	"aNE"	0	0	20	10
"TCF4"	"NE"	0	0	7	23
"TCF7"	"aNE"	0	0	30	0
"TCF7L1"	"aNE"	0	0	28	2
"TCF7L2"	"aNE"	0	0	21	9
"TCFL5"	"aNE"	0	0	25	5
"TCHH"	"aNE"	0	0	26	4
"TCHHL1"	"aNE"	0	0	28	2
"TCHP"	"aNE"	0	0	26	4
"TCIM"	"NE"	0	0	11	19
"TCIRG1"	"aNE"	0	0	17	13
"TCL1A"	"NE"	0	0	11	19
"TCL1B"	"aNE"	0	0	17	13
"TCN1"	"aNE"	0	0	24	6
"TCN2"	"aNE"	0	0	21	9
"TCOF1"	"aE"	6	20	4	0
"TCP1"	"E"	30	0	0	0
"TCP10L"	"NE"	0	0	7	23
"TCP10L2"	"aNE"	0	0	22	8
"TCP11"	"aNE"	0	0	23	7
"TCP11L1"	"aNE"	0	0	25	5
"TCP11L2"	"NE"	0	0	7	23
"TCP11X2"	"aNE"	NA	NA	NA	NA
"TCTA"	"aNE"	0	0	21	9
"TCTE1"	"aNE"	0	0	23	7
"TCTN1"	"aNE"	0	0	16	14
"TCTN2"	"aNE"	0	0	19	11
"TCTN3"	"aNE"	0	0	25	5
"TDG"	"aNE"	0	1	28	1
"TDGF1"	"aE"	0	27	3	0
"TDO2"	"aNE"	0	0	20	10
"TDP1"	"aNE"	0	0	25	5
"TDP2"	"aNE"	1	5	23	1
"TDRD1"	"aNE"	0	0	16	14
"TDRD10"	"aNE"	0	1	22	7
"TDRD12"	"NE"	0	0	7	23
"TDRD3"	"NE"	0	0	11	19
"TDRD5"	"aNE"	0	0	21	9
"TDRD6"	"aNE"	0	0	20	10
"TDRD7"	"NE"	0	0	11	19
"TDRD9"	"NE"	0	0	5	25
"TDRKH"	"aNE"	0	0	28	2
"TDRP"	"NE"	0	0	1	29
"TEAD1"	"aNE"	1	3	25	1
"TEAD2"	"aNE"	0	0	15	15
"TEAD3"	"aNE"	0	2	28	0
"TEAD4"	"aNE"	0	2	27	1
"TEC"	"aNE"	0	0	19	11
"TECPR1"	"aNE"	0	0	25	5
"TECPR2"	"NE"	0	0	14	16
"TECR"	"aNE"	0	0	30	0
"TECRL"	"aNE"	0	0	17	13
"TECTA"	"NE"	0	0	1	29
"TECTB"	"aNE"	0	0	15	15
"TEDC1"	"aNE"	0	8	21	1
"TEDC2"	"aE"	1	16	11	2
"TEDDM1"	"aNE"	0	0	27	3
"TEF"	"aNE"	0	1	29	0
"TEFM"	"aNE"	0	3	27	0
"TEK"	"NE"	0	0	12	18
"TEKT1"	"aNE"	0	0	21	9
"TEKT2"	"aNE"	0	3	27	0
"TEKT3"	"NE"	0	0	13	17
"TEKT4"	"aNE"	0	2	27	1
"TEKT5"	"NE"	0	0	13	17
"TELO2"	"aE"	4	13	13	0
"TEN1"	"aNE"	1	11	18	0
"TENM1"	"NE"	NA	NA	NA	NA
"TENM3"	"aNE"	0	0	15	15
"TENM4"	"aNE"	0	0	16	14
"TENT2"	"NE"	0	0	12	18
"TENT4A"	"aNE"	0	0	18	12
"TENT4B"	"aNE"	0	1	20	9
"TENT5A"	"aNE"	0	0	20	10
"TENT5B"	"aNE"	0	0	25	5
"TENT5C"	"aNE"	0	0	24	6
"TENT5D"	"NE"	NA	NA	NA	NA
"TEP1"	"aNE"	0	0	20	10
"TEPP"	"NE"	0	0	5	25
"TEPSIN"	"aNE"	0	1	29	0
"TERB2"	"NE"	0	0	10	20
"TERF1"	"E"	22	7	1	0
"TERF2IP"	"aNE"	0	0	21	9
"TERT"	"aNE"	0	0	16	14
"TES"	"aNE"	0	0	19	11
"TESC"	"aNE"	0	0	18	12
"TESK1"	"aNE"	0	0	29	1
"TESK2"	"aNE"	0	0	22	8
"TESMIN"	"aNE"	0	0	29	1
"TESPA1"	"aNE"	0	0	18	12
"TET1"	"aNE"	0	0	28	2
"TET2"	"NE"	0	0	5	25
"TET3"	"aNE"	0	0	24	6
"TEX10"	"aE"	0	23	7	0
"TEX101"	"aNE"	0	0	23	7
"TEX11"	"aNE"	NA	NA	NA	NA
"TEX12"	"NE"	0	0	5	25
"TEX13B"	"aNE"	NA	NA	NA	NA
"TEX14"	"aNE"	0	0	25	5
"TEX15"	"NE"	0	0	5	25
"TEX19"	"aNE"	0	0	26	4
"TEX2"	"aNE"	0	0	20	10
"TEX22"	"aNE"	0	0	18	12
"TEX26"	"NE"	0	0	9	21
"TEX261"	"aNE"	0	0	24	6
"TEX264"	"aNE"	0	0	16	14
"TEX28"	"aNE"	NA	NA	NA	NA
"TEX29"	"aNE"	0	0	25	5
"TEX30"	"NE"	0	0	6	24
"TEX33"	"NE"	0	0	9	21
"TEX35"	"NE"	0	0	14	16
"TEX36"	"aNE"	0	0	24	6
"TEX37"	"aNE"	0	0	17	13
"TEX38"	"aNE"	0	0	27	3
"TEX43"	"aNE"	0	0	28	2
"TEX44"	"aNE"	0	0	28	2
"TEX45"	"NE"	0	0	8	22
"TEX46"	"aNE"	0	0	24	6
"TEX47"	"aNE"	0	0	17	13
"TEX55"	"NE"	0	0	8	22
"TEX9"	"NE"	0	0	10	20
"TF"	"aNE"	0	0	24	6
"TFAM"	"aNE"	0	11	19	0
"TFAP2A"	"NE"	0	0	6	24
"TFAP2B"	"aNE"	0	0	20	10
"TFAP2C"	"aNE"	0	0	29	1
"TFAP2D"	"aNE"	0	0	28	2
"TFAP2E"	"aNE"	0	0	21	9
"TFAP4"	"aNE"	0	4	25	1
"TFB1M"	"aNE"	0	0	24	6
"TFB2M"	"aNE"	0	11	19	0
"TFCP2"	"NE"	0	0	13	17
"TFCP2L1"	"aNE"	0	0	23	7
"TFDP1"	"aE"	0	17	13	0
"TFDP2"	"aNE"	0	0	22	8
"TFDP3"	"NE"	NA	NA	NA	NA
"TFE3"	"NE"	NA	NA	NA	NA
"TFEB"	"aNE"	0	1	17	12
"TFEC"	"NE"	0	0	13	17
"TFF1"	"NE"	0	0	5	25
"TFF2"	"NE"	0	0	5	25
"TFF3"	"NE"	0	0	14	16
"TFG"	"aNE"	0	0	23	7
"TFIP11"	"aE"	7	21	2	0
"TFPI"	"NE"	0	0	14	16
"TFPI2"	"NE"	0	0	10	20
"TFPT"	"aNE"	0	0	28	2
"TFR2"	"NE"	0	0	12	18
"TFRC"	"aE"	2	16	12	0
"TG"	"NE"	0	0	11	19
"TGDS"	"NE"	0	0	11	19
"TGFA"	"aNE"	0	0	21	9
"TGFB1"	"aNE"	0	0	15	15
"TGFB1I1"	"NE"	0	0	14	16
"TGFB2"	"aNE"	0	0	18	12
"TGFB3"	"aNE"	0	0	18	12
"TGFBI"	"NE"	0	0	5	25
"TGFBR1"	"aNE"	0	0	26	4
"TGFBR2"	"aNE"	0	0	19	11
"TGFBR3"	"aNE"	0	0	24	6
"TGFBR3L"	"NE"	0	0	14	16
"TGFBRAP1"	"aNE"	0	10	20	0
"TGIF1"	"aNE"	0	3	18	9
"TGIF2"	"aNE"	0	0	16	14
"TGM1"	"aNE"	0	0	26	4
"TGM2"	"NE"	0	0	4	26
"TGM3"	"NE"	0	0	11	19
"TGM4"	"aNE"	0	0	17	13
"TGM5"	"NE"	0	0	7	23
"TGM6"	"aNE"	0	0	17	13
"TGM7"	"NE"	0	0	5	25
"TGOLN2"	"aNE"	0	0	28	2
"TGS1"	"aE"	10	20	0	0
"TH"	"aNE"	0	0	20	10
"THADA"	"NE"	0	0	12	18
"THAP1"	"E"	17	5	7	1
"THAP10"	"aNE"	0	0	16	14
"THAP11"	"aNE"	0	7	23	0
"THAP12"	"aNE"	0	7	23	0
"THAP2"	"NE"	0	0	14	16
"THAP3"	"aNE"	0	0	30	0
"THAP4"	"NE"	0	0	11	19
"THAP5"	"aE"	0	16	14	0
"THAP6"	"aNE"	0	0	19	11
"THAP7"	"aNE"	0	1	23	6
"THAP8"	"NE"	0	0	9	21
"THAP9"	"aNE"	0	0	22	8
"THBD"	"aNE"	0	0	19	11
"THBS1"	"NE"	0	0	9	21
"THBS2"	"NE"	0	0	8	22
"THBS3"	"aNE"	0	0	29	1
"THBS4"	"aNE"	0	0	18	12
"THEG"	"aNE"	0	0	15	15
"THEGL"	"aNE"	0	0	25	5
"THEM4"	"aNE"	0	0	26	4
"THEM5"	"aNE"	0	1	27	2
"THEM6"	"NE"	0	0	13	17
"THEMIS"	"NE"	0	0	7	23
"THEMIS2"	"aNE"	0	0	15	15
"THG1L"	"aE"	7	20	3	0
"THNSL1"	"NE"	0	0	6	24
"THNSL2"	"aNE"	0	0	24	6
"THOC1"	"E"	18	11	1	0
"THOC2"	"E"	NA	NA	NA	NA
"THOC3"	"E"	28	2	0	0
"THOC5"	"aE"	13	16	1	0
"THOC6"	"aNE"	0	5	25	0
"THOC7"	"aE"	12	17	1	0
"THOP1"	"aNE"	0	0	30	0
"THPO"	"aNE"	0	0	23	7
"THRA"	"aNE"	0	0	25	5
"THRAP3"	"aNE"	0	1	28	1
"THRB"	"NE"	0	0	9	21
"THRSP"	"aNE"	0	0	25	5
"THSD1"	"NE"	0	0	1	29
"THSD4"	"NE"	0	0	6	24
"THSD7A"	"NE"	0	0	6	24
"THTPA"	"aNE"	0	0	17	13
"THUMPD1"	"aNE"	0	0	30	0
"THUMPD2"	"aNE"	0	0	25	5
"THUMPD3"	"NE"	0	0	5	25
"THY1"	"NE"	0	0	12	18
"THYN1"	"NE"	0	0	12	18
"TIA1"	"aNE"	0	0	19	11
"TIAF1"	"aNE"	0	0	29	1
"TIAL1"	"aNE"	0	3	19	8
"TIAM1"	"aNE"	0	0	25	5
"TIAM2"	"NE"	0	0	8	22
"TICAM1"	"aNE"	0	0	16	14
"TICAM2"	"aNE"	0	0	22	8
"TICRR"	"E"	27	3	0	0
"TIE1"	"aNE"	0	0	29	1
"TIFA"	"NE"	0	0	4	26
"TIFAB"	"aNE"	0	0	20	10
"TIGAR"	"aNE"	0	0	17	13
"TIGD1"	"E"	21	9	0	0
"TIGD2"	"aNE"	0	0	23	7
"TIGD3"	"aNE"	0	0	28	2
"TIGD4"	"aNE"	0	0	25	5
"TIGD5"	"aNE"	0	0	27	3
"TIGD6"	"NE"	0	0	11	19
"TIGD7"	"aNE"	0	0	15	15
"TIGIT"	"aNE"	0	0	23	7
"TIMD4"	"NE"	0	0	6	24
"TIMELESS"	"E"	30	0	0	0
"TIMM10"	"E"	18	11	1	0
"TIMM10B"	"NE"	0	0	10	20
"TIMM13"	"aE"	2	21	7	0
"TIMM17A"	"aNE"	0	1	26	3
"TIMM17B"	"NE"	NA	NA	NA	NA
"TIMM21"	"NE"	0	0	6	24
"TIMM22"	"aE"	0	16	14	0
"TIMM23"	"aE"	6	17	7	0
"TIMM29"	"aE"	0	21	9	0
"TIMM44"	"aE"	2	21	7	0
"TIMM50"	"aNE"	0	0	25	5
"TIMM8A"	"aE"	NA	NA	NA	NA
"TIMM8B"	"aNE"	0	0	23	7
"TIMM9"	"aE"	7	16	7	0
"TIMMDC1"	"aNE"	0	2	24	4
"TIMP1"	"NE"	NA	NA	NA	NA
"TIMP2"	"aNE"	0	0	21	9
"TIMP3"	"NE"	0	0	8	22
"TIMP4"	"NE"	0	0	7	23
"TINAG"	"NE"	0	0	12	18
"TINAGL1"	"aNE"	0	0	22	8
"TINF2"	"E"	28	1	1	0
"TIPARP"	"aNE"	0	6	22	2
"TIPIN"	"E"	24	6	0	0
"TIPRL"	"aNE"	1	5	24	0
"TIRAP"	"NE"	0	0	7	23
"TJAP1"	"aNE"	0	0	29	1
"TJP1"	"aNE"	0	0	24	6
"TJP2"	"NE"	0	0	10	20
"TJP3"	"aNE"	0	0	26	4
"TK1"	"aNE"	0	0	26	4
"TK2"	"aNE"	0	0	28	2
"TKFC"	"aNE"	0	0	26	4
"TKT"	"aNE"	0	7	23	0
"TKTL1"	"aNE"	NA	NA	NA	NA
"TKTL2"	"NE"	0	0	10	20
"TLCD1"	"aNE"	0	0	29	1
"TLCD2"	"NE"	0	0	14	16
"TLCD3A"	"NE"	0	0	10	20
"TLCD3B"	"aNE"	0	1	24	5
"TLCD4"	"aNE"	0	0	28	2
"TLCD5"	"NE"	0	0	11	19
"TLDC2"	"aNE"	0	0	16	14
"TLE1"	"aNE"	0	0	25	5
"TLE2"	"NE"	0	0	11	19
"TLE3"	"aNE"	0	0	15	15
"TLE4"	"NE"	0	0	8	22
"TLE5"	"aNE"	0	0	26	4
"TLE6"	"aNE"	0	0	20	10
"TLK1"	"aNE"	0	0	28	2
"TLK2"	"aE"	1	21	8	0
"TLL1"	"NE"	0	0	8	22
"TLL2"	"aNE"	0	0	15	15
"TLN1"	"aE"	0	19	11	0
"TLN2"	"NE"	0	0	12	18
"TLNRD1"	"NE"	0	0	11	19
"TLR1"	"NE"	0	0	4	26
"TLR10"	"NE"	0	0	2	28
"TLR2"	"NE"	0	0	7	23
"TLR3"	"NE"	0	0	1	29
"TLR4"	"NE"	0	0	12	18
"TLR5"	"aNE"	0	0	24	6
"TLR6"	"aNE"	0	0	15	15
"TLR7"	"NE"	NA	NA	NA	NA
"TLR8"	"NE"	NA	NA	NA	NA
"TLR9"	"aNE"	0	0	28	2
"TLX1"	"NE"	0	0	9	21
"TLX2"	"aNE"	0	0	19	11
"TLX3"	"aNE"	0	0	27	3
"TM2D1"	"aNE"	0	1	29	0
"TM2D2"	"aNE"	0	0	30	0
"TM2D3"	"aNE"	0	0	29	1
"TM4SF1"	"aNE"	0	0	20	10
"TM4SF18"	"aNE"	0	0	25	5
"TM4SF19"	"NE"	0	0	7	23
"TM4SF20"	"NE"	0	0	14	16
"TM4SF4"	"aNE"	0	0	28	2
"TM4SF5"	"NE"	0	0	11	19
"TM6SF1"	"aNE"	0	0	16	14
"TM6SF2"	"aNE"	0	0	25	5
"TM7SF2"	"aNE"	0	2	28	0
"TM7SF3"	"NE"	0	0	6	24
"TM9SF1"	"aNE"	0	1	24	5
"TM9SF2"	"aNE"	0	1	25	4
"TM9SF3"	"aNE"	1	5	22	2
"TM9SF4"	"aNE"	0	0	26	4
"TMA16"	"aE"	13	15	2	0
"TMBIM1"	"aNE"	0	0	26	4
"TMBIM4"	"aNE"	0	0	24	6
"TMBIM6"	"aNE"	0	0	18	12
"TMC1"	"NE"	0	0	14	16
"TMC2"	"aNE"	0	0	27	3
"TMC3"	"aNE"	0	0	17	13
"TMC4"	"NE"	0	0	9	21
"TMC5"	"aNE"	0	0	24	6
"TMC6"	"aNE"	0	0	28	2
"TMC7"	"aNE"	0	0	21	9
"TMC8"	"aNE"	0	0	22	8
"TMCC1"	"aNE"	0	0	18	12
"TMCC2"	"NE"	0	0	11	19
"TMCC3"	"NE"	0	0	8	22
"TMCO1"	"aNE"	0	0	26	4
"TMCO2"	"NE"	0	0	14	16
"TMCO3"	"aNE"	0	0	28	2
"TMCO4"	"aNE"	0	0	29	1
"TMCO5A"	"aNE"	0	0	22	8
"TMCO6"	"aNE"	0	0	29	1
"TMED1"	"aNE"	0	0	21	9
"TMED10"	"aE"	11	17	2	0
"TMED2"	"aE"	9	20	1	0
"TMED3"	"aNE"	0	0	23	7
"TMED4"	"aNE"	0	0	15	15
"TMED5"	"aNE"	0	0	30	0
"TMED6"	"aNE"	0	0	21	9
"TMED7"	"aNE"	0	0	28	2
"TMED8"	"aNE"	0	0	23	7
"TMED9"	"aNE"	0	0	27	3
"TMEFF1"	"aNE"	0	0	17	13
"TMEFF2"	"aNE"	0	0	23	7
"TMEM100"	"NE"	0	0	10	20
"TMEM101"	"aNE"	0	0	27	3
"TMEM102"	"aNE"	0	0	25	5
"TMEM104"	"aNE"	0	0	30	0
"TMEM106A"	"aNE"	0	0	28	2
"TMEM106B"	"NE"	0	0	10	20
"TMEM106C"	"NE"	0	0	14	16
"TMEM107"	"aNE"	0	0	15	15
"TMEM108"	"NE"	0	0	11	19
"TMEM109"	"NE"	0	0	13	17
"TMEM11"	"aNE"	0	0	27	3
"TMEM115"	"aNE"	0	0	23	7
"TMEM116"	"aNE"	0	0	16	14
"TMEM117"	"NE"	0	0	7	23
"TMEM119"	"aNE"	0	0	24	6
"TMEM120B"	"NE"	0	0	12	18
"TMEM121"	"aNE"	0	0	22	8
"TMEM121B"	"aNE"	0	0	20	10
"TMEM123"	"NE"	0	0	5	25
"TMEM125"	"aNE"	0	0	16	14
"TMEM126A"	"aNE"	0	0	15	15
"TMEM126B"	"aNE"	0	0	15	15
"TMEM127"	"aNE"	0	3	27	0
"TMEM128"	"NE"	0	0	11	19
"TMEM129"	"aNE"	0	0	18	12
"TMEM130"	"aNE"	0	0	26	4
"TMEM131"	"aNE"	0	0	21	9
"TMEM131L"	"NE"	0	0	12	18
"TMEM132A"	"aNE"	0	0	18	12
"TMEM132B"	"aNE"	0	0	17	13
"TMEM132D"	"NE"	0	0	6	24
"TMEM132E"	"aNE"	0	0	24	6
"TMEM134"	"aNE"	0	0	23	7
"TMEM135"	"aNE"	0	0	15	15
"TMEM138"	"aNE"	0	0	23	7
"TMEM139"	"NE"	0	0	9	21
"TMEM140"	"NE"	0	0	10	20
"TMEM141"	"aNE"	0	0	25	5
"TMEM143"	"aNE"	0	0	27	3
"TMEM144"	"NE"	0	0	9	21
"TMEM145"	"NE"	0	0	6	24
"TMEM147"	"aNE"	0	0	27	3
"TMEM14A"	"NE"	0	0	7	23
"TMEM14B"	"aNE"	0	0	20	10
"TMEM14C"	"NE"	0	0	4	26
"TMEM150A"	"aNE"	0	0	20	10
"TMEM150B"	"NE"	0	0	12	18
"TMEM150C"	"aNE"	0	0	22	8
"TMEM151A"	"aNE"	0	0	21	9
"TMEM151B"	"aNE"	0	0	21	9
"TMEM154"	"NE"	0	0	9	21
"TMEM156"	"NE"	0	0	14	16
"TMEM158"	"NE"	0	0	9	21
"TMEM160"	"NE"	0	0	12	18
"TMEM161A"	"aNE"	0	0	25	5
"TMEM161B"	"aNE"	0	0	18	12
"TMEM163"	"aNE"	0	0	20	10
"TMEM164"	"NE"	NA	NA	NA	NA
"TMEM165"	"aNE"	0	2	27	1
"TMEM167A"	"aNE"	0	1	21	8
"TMEM167B"	"aNE"	0	0	26	4
"TMEM168"	"NE"	0	0	5	25
"TMEM169"	"aNE"	0	0	18	12
"TMEM17"	"aNE"	0	0	15	15
"TMEM170A"	"NE"	0	0	11	19
"TMEM170B"	"aNE"	0	0	18	12
"TMEM171"	"NE"	0	0	5	25
"TMEM174"	"aNE"	0	0	28	2
"TMEM175"	"NE"	0	0	11	19
"TMEM176A"	"aNE"	0	0	18	12
"TMEM176B"	"aNE"	0	0	22	8
"TMEM177"	"aNE"	0	0	22	8
"TMEM178A"	"aNE"	0	1	28	1
"TMEM178B"	"aNE"	0	0	21	9
"TMEM179"	"NE"	0	0	10	20
"TMEM179B"	"aNE"	0	0	24	6
"TMEM18"	"aNE"	0	0	21	9
"TMEM181"	"aNE"	0	0	20	10
"TMEM182"	"aNE"	0	0	16	14
"TMEM183A"	"aE"	1	18	11	0
"TMEM184A"	"NE"	0	0	12	18
"TMEM184B"	"aNE"	0	0	18	12
"TMEM184C"	"aNE"	0	0	15	15
"TMEM185A"	"aNE"	NA	NA	NA	NA
"TMEM185B"	"aNE"	0	0	30	0
"TMEM186"	"aNE"	0	0	27	3
"TMEM187"	"aNE"	NA	NA	NA	NA
"TMEM19"	"aNE"	0	0	23	7
"TMEM190"	"aNE"	0	0	24	6
"TMEM192"	"NE"	0	0	14	16
"TMEM196"	"aNE"	0	0	23	7
"TMEM198"	"aNE"	0	0	16	14
"TMEM199"	"aE"	3	18	8	1
"TMEM200A"	"aNE"	0	0	15	15
"TMEM200B"	"NE"	0	0	13	17
"TMEM200C"	"NE"	0	0	3	27
"TMEM201"	"aNE"	0	0	27	3
"TMEM202"	"NE"	0	0	6	24
"TMEM203"	"NE"	0	0	4	26
"TMEM204"	"aNE"	0	0	19	11
"TMEM205"	"aNE"	0	0	23	7
"TMEM207"	"NE"	0	0	4	26
"TMEM208"	"aNE"	0	0	28	2
"TMEM209"	"NE"	0	0	14	16
"TMEM210"	"aNE"	0	0	16	14
"TMEM211"	"NE"	0	0	11	19
"TMEM212"	"aNE"	0	0	23	7
"TMEM213"	"aNE"	0	0	19	11
"TMEM214"	"aNE"	0	0	17	13
"TMEM215"	"aNE"	0	0	23	7
"TMEM216"	"aNE"	0	0	30	0
"TMEM217"	"aNE"	0	0	27	3
"TMEM218"	"NE"	0	0	13	17
"TMEM219"	"NE"	0	0	12	18
"TMEM220"	"NE"	0	0	10	20
"TMEM221"	"NE"	0	0	7	23
"TMEM222"	"NE"	0	0	10	20
"TMEM223"	"aNE"	0	0	22	8
"TMEM225"	"NE"	0	0	9	21
"TMEM229A"	"NE"	0	0	13	17
"TMEM229B"	"aNE"	0	0	24	6
"TMEM230"	"aNE"	1	8	21	0
"TMEM231"	"NE"	0	0	9	21
"TMEM232"	"NE"	0	0	14	16
"TMEM233"	"NE"	0	0	10	20
"TMEM234"	"aNE"	0	0	17	13
"TMEM235"	"aNE"	0	0	28	2
"TMEM236"	"NE"	0	0	4	26
"TMEM237"	"aNE"	0	0	16	14
"TMEM238"	"aNE"	0	0	17	13
"TMEM239"	"aNE"	0	0	20	10
"TMEM240"	"aNE"	0	2	27	1
"TMEM241"	"NE"	0	0	2	28
"TMEM242"	"aNE"	0	0	30	0
"TMEM243"	"aNE"	0	0	26	4
"TMEM244"	"NE"	0	0	8	22
"TMEM245"	"aNE"	0	0	15	15
"TMEM247"	"aNE"	0	0	19	11
"TMEM248"	"aNE"	0	0	28	2
"TMEM249"	"aNE"	0	0	24	6
"TMEM25"	"NE"	0	0	5	25
"TMEM250"	"aNE"	0	0	15	15
"TMEM251"	"aNE"	0	0	25	5
"TMEM252"	"NE"	0	0	9	21
"TMEM253"	"NE"	0	0	6	24
"TMEM254"	"aNE"	0	0	21	9
"TMEM255A"	"NE"	NA	NA	NA	NA
"TMEM255B"	"aNE"	0	0	24	6
"TMEM256"	"aNE"	0	0	24	6
"TMEM258"	"aE"	12	18	0	0
"TMEM259"	"aNE"	0	0	20	10
"TMEM26"	"aNE"	0	0	18	12
"TMEM260"	"NE"	0	0	10	20
"TMEM262"	"aNE"	0	0	17	13
"TMEM263"	"aNE"	0	0	21	9
"TMEM266"	"aNE"	0	0	19	11
"TMEM267"	"NE"	0	0	2	28
"TMEM268"	"NE"	0	0	2	28
"TMEM270"	"aNE"	0	0	29	1
"TMEM273"	"aNE"	0	0	26	4
"TMEM30A"	"aNE"	0	2	25	3
"TMEM30B"	"NE"	0	0	13	17
"TMEM31"	"NE"	NA	NA	NA	NA
"TMEM33"	"NE"	0	0	10	20
"TMEM35A"	"NE"	NA	NA	NA	NA
"TMEM35B"	"aNE"	0	0	20	10
"TMEM37"	"NE"	0	0	5	25
"TMEM38A"	"aNE"	0	0	23	7
"TMEM38B"	"aNE"	0	0	18	12
"TMEM39A"	"NE"	0	0	7	23
"TMEM39B"	"aNE"	0	0	30	0
"TMEM40"	"aNE"	0	0	19	11
"TMEM41A"	"aNE"	0	0	24	6
"TMEM41B"	"aNE"	0	8	20	2
"TMEM42"	"aNE"	0	0	26	4
"TMEM43"	"NE"	0	0	4	26
"TMEM44"	"aNE"	0	0	30	0
"TMEM45A"	"NE"	0	0	9	21
"TMEM45B"	"aNE"	0	0	15	15
"TMEM47"	"NE"	NA	NA	NA	NA
"TMEM50A"	"aNE"	0	0	19	11
"TMEM50B"	"aNE"	0	0	29	1
"TMEM51"	"NE"	0	0	10	20
"TMEM52"	"aNE"	0	1	22	7
"TMEM52B"	"aNE"	0	0	18	12
"TMEM53"	"aNE"	0	1	29	0
"TMEM54"	"aNE"	0	0	25	5
"TMEM59"	"aNE"	0	0	22	8
"TMEM59L"	"aNE"	0	0	22	8
"TMEM60"	"NE"	0	0	5	25
"TMEM61"	"aNE"	0	0	28	2
"TMEM62"	"NE"	0	0	13	17
"TMEM63A"	"aNE"	0	0	27	3
"TMEM63B"	"aNE"	0	0	15	15
"TMEM63C"	"aNE"	0	0	22	8
"TMEM64"	"aNE"	0	0	26	4
"TMEM65"	"NE"	0	0	5	25
"TMEM67"	"NE"	0	0	11	19
