,source,target
1069074,C1QBP,TUBA4B
1069075,RNMT,CRAT
1069076,SSR1,TMED10
1069077,VPS36,RMDN1
1069078,HSPA9,PBDC1
1069079,ADAR,DCTN5
1069080,HDAC10,ILKAP
1069081,MEAK7,PYM1
1069082,RNASEH2A,RPL31
1069083,BTAF1,NOP9
1069084,FAU,RPS21
1069085,NDUFB3,SDHC
1069086,TPP2,UPB1
1069087,NDUFS7,UQCRB
1069088,NDUFS8,CISD3
1069089,EIF3A,LSM4
1069090,SEC13,STXBP1
1069091,PPP1R11,NASP
1069092,PRPF4,PMPCB
1069093,PPTC7,SNF8
1069094,QDPR,METTL26
1069095,RAD54L,ERCC4
1069096,RPS29,SETD4
1069097,U2SURP,DNAJC8
1069098,EIF4A1,VPS35
1069099,HMGB3,RPL38
1069100,SMPD2,RFC3
1069101,MCM5,CRAT
1069102,MDH2,SARS1
1069103,ARF5,UFC1
1069104,GSTZ1,LACTB2
1069105,CSE1L,CDT1
1069106,FAH,NPEPL1
1069107,MCM3,RPS15
1069108,NACA,YBX3
1069109,YBX3,NACA
1069110,RPS26,GCN1
1069111,BTF3,RPS14
1069112,B3GNTL1,ELP4
1069113,GLRX3,PRMT8
1069114,HSPA2,CDC5L
1069115,CRAT,RPS15
1069116,FASN,PSMD2
1069117,XPO1,PINX1
1069118,EEF1AKNMT,ADAT3
1069119,NUP155,SEC13
1069120,XPO1,ZW10
1069121,ATP5PD,RPS8
1069122,MPC2,NDUFB9
1069123,FAM172A,ELP4
1069124,DLAT,NDUFB7
1069125,PARP1,POLR2A
1069126,TTLL4,SAE1
1069127,PSMD14,STOML2
1069128,PHGDH,ABAT
1069129,MMAA,MRPL48
1069130,NOP9,STUB1
1069131,TTC27,DCPS
1069132,RABGGTB,SPATA20
1069133,RPS13,RSL24D1
1069134,POLR2E,NIP7
1069135,RPL18,XRN1
1069136,ATP5F1B,RPL19
1069137,RPL5,UBA52
1069138,NDUFS1,HDDC3
1069139,NDUFB7,DLST
1069140,RPL13,RSL24D1
1069141,NDUFB7,RPS29
1069142,RPL19,RSL24D1
1069143,ATP5ME,NDUFA6
1069144,NDUFS1,BOP1
1069145,RPSA,HSPA2
1069146,POLR2A,HSPA2
1069147,PBDC1,RBKS
1069148,FAH,RPIA
1069149,ETF1,ZWILCH
1069150,NACA,NDUFS1
1069151,NDUFS1,NACA
1069152,HRAS,PRKAR1B
1069153,SEC24D,NIT1
1069154,ARF5,PITPNA
1069155,NDUFA2,UQCRB
1069156,NDUFA2,NDUFB4
1069157,MEAK7,NAXD
1069158,NDUFB4,STOML2
1069159,FAU,RSL24D1
1069160,FAU,RSL24D1
1069161,TXNDC17,UFC1
1069162,NAA20,PSMD1
1069163,RAB11B,RAB8B
1069164,NDUFAF6,ZNF830
1069165,SUPT6H,INPP5E
1069166,NDUFB7,SNRPE
1069167,RPL28,FAU
1069168,DPH2,DPH5
1069169,NDUFS8,PSMC3
1069170,ADAM17,WDR13
1069171,FAU,RPL8
1069172,QDPR,NPEPL1
1069173,PEX12,ACOX3
1069174,COPB1,STT3B
1069175,RPL28,DICER1
1069176,SELENBP1,RBKS
1069177,NDUFS8,FASN
1069178,DLST,NDUFA13
1069179,HMGB3,OXA1L
1069180,RPLP0,SETD4
1069181,VPS36,DMGDH
1069182,UQCRFS1,PHB2
1069183,MMAB,PNO1
1069184,DDOST,HM13
1069185,ATP6AP1,NDUFA13
1069186,PGD,COQ6
1069187,BROX,ACAD11
1069188,MSH6,PTPRO
1069189,PHGDH,HPGDS
1069190,RPIA,ALDH6A1
1069191,COX5A,NDUFA9
1069192,RPS23,RSL24D1
1069193,AK2,TXNDC17
1069194,ERCC3,ZRSR2
1069195,POLR1A,CD81
1069196,SMG6,GAR1
1069197,BOP1,HEATR1
1069198,PSMD7,ECPAS
1069199,GART,SHMT1
1069200,MCM2,POLR2K
1069201,TOMM22,PSMD13
1069202,ETFB,HSPE1
1069203,ALDH6A1,ACO2
1069204,HSPE1,DERA
1069205,PRMT5,POLD1
1069206,NUP160,NUP35
1069207,FAU,RPL6
1069208,RPS15,ORC1
1069209,SUPT5H,POLR1H
1069210,RPS12,DLST
1069211,RPL35,DICER1
1069212,ATP5PD,RPS20
1069213,RPL14,DICER1
1069214,BTAF1,POLE
1069215,SEC13,NUP35
1069216,PPTC7,PPIL1
1069217,AARS1,PSAT1
1069218,BTF3,PSMD6
1069219,UFL1,CDC42
1069220,THAP4,MTERF3
1069221,RPL12,RSL24D1
1069222,HAL,STT3B
1069223,AP3D1,PNPLA8
1069224,MAK16,SMARCAD1
1069225,ETF1,BOP1
1069226,FPGS,IPMK
1069227,RPLP0,RO60
1069228,NDUFS6,ATP5F1D
1069229,POLR2F,TOMM22
1069230,SUCLG2,NUDC
1069231,HEATR1,NOP58
1069232,ATP5PD,RPS15
1069233,FASN,PSMC6
1069234,PMPCA,PBDC1
1069235,NDUFB4,RPS29
1069236,U2SURP,DHX15
1069237,MTREX,IDH3A
1069238,GLRX5,ISCU
1069239,RIDA,ALDH6A1
1069240,RPL21,DICER1
1069241,HSPE1,ECHDC1
1069242,D2HGDH,ISYNA1
1069243,KCT2,GLG1
1069244,HSPA2,DYNC1H1
1069245,ZW10,PINX1
1069246,PEPD,TALDO1
1069247,CYC1,NDUFA13
1069248,NDUFS1,PSMD8
1069249,RPS9,DICER1
1069250,NDUFS6,UQCRB
1069251,GMPS,SELENBP1
1069252,RBKS,GMPPB
1069253,SF3B3,LSM5
1069254,PNKP,DCTN5
1069255,ZNF207,PAFAH1B1
1069256,POLR2A,COPS2
1069257,RPL30,DICER1
1069258,EIF3F,NDUFB9
1069259,METTL1,N6AMT1
1069260,GPN3,STOML2
1069261,STXBP1,IPMK
1069262,PRMT5,ILF2
1069263,HSPD1,ZRSR2
1069264,NDUFB7,AUP1
1069265,RPL14,RSL24D1
1069266,DDOST,NDUFA9
1069267,DCTN4,DBR1
1069268,POLR2L,MRPL17
1069269,ATP5F1B,RPL13
1069270,WRN,RAD54L
1069271,ACAD11,TXNDC17
1069272,NCAPH2,SERAC1
1069273,AGXT,TALDO1
1069274,CYC1,NDUFB7
1069275,UFM1,EIF2A
1069276,RRP12,DDX27
1069277,PHGDH,ALDH7A1
1069278,TBX18,SLC30A5
1069279,NDUFS1,MRPL50
1069280,DDX55,NOP10
1069281,NDUFB4,NDUFB9
1069282,STT3B,HM13
1069283,ERCC3,WRN
1069284,SRP72,EIF3B
1069285,TPT1,RPL8
1069286,PEPD,AGXT2
1069287,TTC4,HSPA2
1069288,ATP5MF,NDUFA9
1069289,POLD1,CDK7
1069290,PSMA6,SUPT6H
1069291,IDH3A,RACK1
1069292,PEPD,ALDH6A1
1069293,ADCK2,TIMM13
1069294,HMGB3,RRM1
1069295,ATP5PD,RPS18
1069296,AK2,EIF2A
1069297,FAU,RPL24
1069298,RPL35A,RPS29
1069299,PMPCA,WDR36
1069300,NUP205,MAD1L1
1069301,DDB1,SRRT
1069302,ABAT,ACO2
1069303,ATP5PD,RPS15A
1069304,FH,TPI1
1069305,NDUFB10,GPD2
1069306,CDC45,EXOSC9
1069307,APEX1,MRPL17
1069308,RPL8,RSL24D1
1069309,PDCD11,DDX52
1069310,POLR2L,ZCCHC9
1069311,RPLP0,NOP58
1069312,IDH3B,PMPCB
1069313,TMED10,NDUFA9
1069314,PIP4K2A,RPF1
1069315,TPT1,RPL28
1069316,DNAJA2,TTC4
1069317,EEF1G,USP39
1069318,RPS8,DICER1
1069319,FH,AGXT2
1069320,PC,AVL9
1069321,DDX39A,HSPE1
1069322,GRIN1,ILKAP
1069323,PDIA6,HM13
1069324,DCTN5,ACTR10
1069325,NUP107,WDR70
1069326,NAA50,TIMM13
1069327,ABAT,ECHDC1
1069328,RRM1,MCM5
1069329,QDPR,RMDN1
1069330,TTC27,RRN3
1069331,RPL35A,RPS7
1069332,RPL12,DICER1
1069333,DDX27,DDX18
1069334,NDUFB10,PSMD8
1069335,ZW10,NUP98
1069336,RPS15A,DICER1
1069337,AARS1,HSPA2
1069338,FH,RMDN1
1069339,SACM1L,PIKFYVE
1069340,IARS1,HSPE1
1069341,NUP98,XRN2
1069342,ETF1,DPP7
1069343,SF3B3,CHERP
1069344,DNAJA2,RPL9
1069345,DLD,D2HGDH
1069346,WARS1,LARS1
1069347,PSMC3,NDUFA9
1069348,AGXT,ACO2
1069349,TMED10,DRG2
1069350,RPL35,RSL24D1
1069351,PYCR3,XPNPEP3
1069352,TTC4,IMPACT
1069353,RPS29,RPL23
1069354,RPL13A,FPGS
1069355,DDOST,ATP6V1D
1069356,COPA,STT3B
1069357,RPL28,RSL24D1
1069358,RPS17,RSL24D1
1069359,PSMB1,ACAD8
1069360,RPLP0,MRPL17
1069361,BTF3,GAR1
1069362,RPL5,MRPL43
1069363,DDX17,PSMD13
1069364,PSMC3,AFG1L
1069365,SNRPD2,ILF2
1069366,NISCH,TIMM13
1069367,RPS17,ATP5F1D
1069368,PSMC2,NDUFA13
1069369,POLR2F,STOML2
1069370,LSM6,DDB1
1069371,GPD2,NSUN5
1069372,ERCC3,ERCC4
1069373,UTP15,NHP2
1069374,ECHDC1,DERA
1069375,SAP18,SYMPK
1069376,RPLP2,FAU
1069377,POLR2A,COPS4
1069378,HSPD1,TRAP1
1069379,NUDT21,ZRSR2
1069380,BUB3,DCTN2
1069381,MAPK1,TTC27
1069382,RPL5,RSL24D1
1069383,RNMT,METTL1
1069384,EIF3F,RAB14
1069385,COPE,HAL
1069386,NACA,BOP1
1069387,NACA,BOP1
1069388,CHERP,SF3B6
1069389,NDUFA6,PSMC6
1069390,BTF3,RPS21
1069391,SEC22B,STXBP1
1069392,ATP5F1D,NDUFB9
1069393,HSPA2,SRRT
1069394,NDUFAF4,DBR1
1069395,TIMM44,COX10
1069396,NDUFA2,SNRPE
1069397,CAPZB,ACTR10
1069398,ATP5F1D,RBX1
1069399,TMED10,MAGT1
1069400,NAE1,CHTF18
1069401,U2SURP,SNRPD2
1069402,AHCY,HSPA9
1069403,PSMA3,ACAD8
1069404,PSMC3,PRDX3
1069405,AK2,NUP133
1069406,SNF8,LARS1
1069407,NDUFB7,RPS20
1069408,BTF3,UBA52
1069409,DLD,NAPRT
1069410,XRN1,DDX52
1069411,RPSA,DLAT
1069412,ACO2,AGXT2
1069413,ITGB4,COPZ1
1069414,SRRT,SUPT16H
1069415,EXOSC2,NIP7
1069416,PAFAH1B1,MIS18BP1
1069417,BTF3,PSMC6
1069418,CRAT,ERCC4
1069419,RPL14,FAU
1069420,GSTZ1,GCLC
1069421,DLAT,NDUFA13
1069422,HGS,ARPC3
1069423,RAB14,SIK2
1069424,RPL12,ATP6V1A
1069425,MDH2,CSE1L
1069426,GMPS,PBDC1
1069427,GCHFR,NUP205
1069428,CSE1L,MED11
1069429,NDUFS6,COX5A
1069430,PSMD12,FASN
1069431,SRP19,SNRPD2
1069432,SSR4,NDUFA12
1069433,EEF1G,DDX23
1069434,STXBP1,RAB8B
1069435,SEC24D,PAICS
1069436,NDUFS6,SSR4
1069437,GNB5,CDC42
1069438,AGXT,TPI1
1069439,RPL35,SNF8
1069440,SNRPA1,MRPL54
1069441,SMNDC1,PUF60
1069442,UBA52,NMD3
1069443,NDUFB4,PSMD7
1069444,TALDO1,ACO2
1069445,EIF3G,ABCE1
1069446,ATP5F1D,NDUFA12
1069447,POLD1,SDAD1
1069448,RPLP2,DICER1
1069449,ERCC3,POLR2F
1069450,PDSS1,NLE1
1069451,RPLP2,SNF8
1069452,FAU,RPL31
1069453,SSB,SUPT16H
1069454,HSPA9,RPS21
1069455,RPS12,HSPA9
1069456,RNF20,LEO1
1069457,UQCRFS1,RAN
1069458,EXOSC2,SDAD1
1069459,HSPA9,OLA1
1069460,NDUFS8,DLST
1069461,PSMA5,ACAD8
1069462,ATP5PD,RPL23
1069463,NDUFS8,NOP58
1069464,GTF2F2,KDM8
1069465,RPS23,SNF8
1069466,NDUFS1,ZNF277
1069467,NDUFS7,MRPL37
1069468,NDUFB4,NDUFA10
1069469,HSPA9,SARS1
1069470,EIF3G,TRMT6
1069471,RMDN1,DMGDH
1069472,MDH2,RMDN1
1069473,HSPA2,HSPE1
1069474,MEAK7,ELP4
1069475,POLR2B,INTS11
1069476,BUD23,NHP2
1069477,HSPA9,RPS28
1069478,TALDO1,ABAT
1069479,AHCY,ALDH7A1
1069480,NDUFS6,COX10
1069481,EBNA1BP2,GPN1
1069482,CS,PELO
1069483,SUOX,TTC27
1069484,COX5A,STOML2
1069485,NBAS,STOML2
1069486,EIF3I,NDUFA9
1069487,QDPR,ACO2
1069488,RIDA,AK2
1069489,MIS18BP1,ZWILCH
1069490,QDPR,ALDH6A1
1069491,HAL,NDUFA13
1069492,RABGGTB,LGMN
1069493,HPGDS,FAH
1069494,RPL13,DICER1
1069495,UQCRB,SLC25A11
1069496,PAICS,USP14
1069497,ATP5PD,NDUFA13
1069498,PRDX3,ATP6V1A
1069499,ALDH7A1,TPI1
1069500,SEH1L,CDT1
1069501,INPP5E,SETD4
1069502,EEF2,HSPA9
1069503,RPL21,CAPZB
1069504,MCM5,TAF2
1069505,MCM5,HSPA13
1069506,NDUFA9,EIF3K
1069507,PHGDH,ALDH6A1
1069508,RPS17,RPL35A
1069509,NAT9,NISCH
1069510,PCNA,TP53BP1
1069511,RAB14,NAA20
1069512,NDUFA2,UQCRFS1
1069513,DDX39A,PITPNA
1069514,SF3B1,HSPA2
1069515,PEPD,ABAT
1069516,RPL27A,RSL24D1
1069517,SARS1,EIF2A
1069518,NDUFB3,STOML2
1069519,NDC80,SEC13
1069520,MDH2,SNF8
1069521,SF3B1,GCN1
1069522,PAICS,AHCY
1069523,RSL24D1,DICER1
1069524,USP14,CRYZ
1069525,GLRX,NUTF2
1069526,CCDC149,CHDH
1069527,TRMT1L,METTL1
1069528,NDUFB3,PSMD4
1069529,TRAP1,SF3B3
1069530,TPT1,RPS28
1069531,FGFRL1,PRCC
1069532,RPL27,GTF2B
1069533,VPS4B,STXBP1
1069534,NDUFB4,UQCRB
1069535,ATP5F1B,NUBP1
1069536,EXOSC2,GINS1
1069537,RPL19,DICER1
1069538,RPL27A,DAP3
1069539,QDPR,DERA
1069540,WRN,ERCC4
1069541,HPDL,ISYNA1
1069542,CDC42,CLPTM1L
1069543,GLRX5,FAM172A
1069544,CDC45,NUP107
1069545,HPGDS,QDPR
1069546,SNRNP70,PRMT8
1069547,RPL35A,BTF3
1069548,RPL13A,DHX37
1069549,DCTN2,GPATCH11
1069550,EEF1G,FAU
1069551,CLUH,EIF3A
1069552,UBA52,SMARCAD1
1069553,HSPA9,GMPS
1069554,GPD2,NDUFA12
1069555,RPL18,XRN2
1069556,RIDA,RPL38
1069557,CYB5B,POR
1069558,FXN,NUDT9
1069559,APEH,DCXR
1069560,TPI1,ABAT
1069561,RPS12,HSPA2
1069562,PDHB,ZDHHC3
1069563,NDUFS1,ATP5ME
1069564,SAP18,DCTN2
1069565,GLRX,TXNRD2
1069566,PSMC1,ECPAS
1069567,HMGB3,RIDA
1069568,MRPL12,TOMM22
1069569,POLD1,CDC27
1069570,U2SURP,SF3B2
1069571,PHGDH,ACO2
1069572,PC,SMG6
1069573,CRYZ,PFN4
1069574,TMED10,SNRPE
1069575,ABAT,NEDD8
1069576,INPP5E,SUPT16H
1069577,POLR2H,PIN4
1069578,SDF2,MRPL17
1069579,ATP5F1B,RPS18
1069580,DHX8,DHX37
1069581,PSMC4,FASN
1069582,SRPRA,MRPS25
1069583,PRMT5,C1QBP
1069584,PRPF31,IMP4
1069585,EMC4,MRPL40
1069586,CAD,CRAT
1069587,DLAT,NDUFA9
1069588,LSM8,POP5
1069589,EIF2B1,GCN1
1069590,TXNL1,PSMB3
1069591,SNRPD2,DYNC1H1
1069592,COQ5,PDSS1
1069593,NCBP1,PRPF38A
1069594,SELENBP1,NIT1
1069595,PSMD14,DLST
1069596,NDUFB10,MRPL49
1069597,NDUFAB1,NDUFA12
1069598,DARS1,CDC42
1069599,THOC2,PRMT8
1069600,NDUFA9,MRPL46
1069601,SRPRA,PUM3
1069602,ALDH6A1,NPEPL1
1069603,RPLP0,RSL24D1
1069604,UQCRFS1,NDUFB9
1069605,ZNF622,MRPL17
1069606,NDUFB4,RPS20
1069607,TPT1,RPS21
1069608,GET3,VPS35
1069609,PMPCA,IMP4
1069610,NDUFS1,COPA
1069611,NUP35,NUP133
1069612,PEX12,DERA
1069613,POLR1C,ACTR3
1069614,RRM1,CDT1
1069615,OSGEPL1,WDR7
1069616,NAPRT,SNF8
1069617,NAA20,TANGO6
1069618,GCN1,RWDD1
1069619,ARCN1,MAGT1
1069620,TBCA,UBL5
1069621,RRM1,MCM7
1069622,GSS,ARFGAP1
1069623,DLST,NDUFA9
1069624,NDUFA10,MPC2
1069625,RIDA,ACO2
1069626,RPLP2,RSL24D1
1069627,ATP5PD,RPL5
1069628,PGM3,APEX1
1069629,COPE,NDUFA9
1069630,DDOST,ZNF622
1069631,POLR2B,INTS7
1069632,WDR36,TBC1D31
1069633,GLRX5,NFU1
1069634,PC,NDUFS1
1069635,TALDO1,AGXT2
1069636,MPC2,UQCRFS1
1069637,TUBA4B,PRMT8
1069638,NSUN2,CCT6B
1069639,MTR,DBR1
1069640,TBL3,TBC1D31
1069641,HAL,COPA
1069642,PITPNA,FPGS
1069643,SUPT6H,WDR36
1069644,RPS13,DICER1
1069645,CRAT,POLE2
1069646,NAA25,LRRC47
1069647,GAR1,NIP7
1069648,EIF3F,ZMPSTE24
1069649,SMNDC1,HSPD1
1069650,NDUFAB1,NDUFS7
1069651,RPL27,DICER1
1069652,NDUFA6,PSMD6
1069653,RMDN1,DERA
1069654,SPATA20,MED11
1069655,RPS8,RSL24D1
1069656,UQCRB,MYO1E
1069657,TXNL1,DBR1
1069658,BTF3,RPS15
1069659,BTF3,RPL31
1069660,RPS28,UBA52
1069661,NDUFA2,SSR4
1069662,ATP5F1D,NDUFA13
1069663,NUP98,SPRYD7
1069664,MRPS14,FMC1
1069665,RPL31,UBA52
1069666,CYB5B,POLR1D
1069667,CYB5B,POLR1D
1069668,RPS26,UBA52
1069669,SNRPD2,CHERP
1069670,NDUFB4,ATP5F1D
1069671,NDUFS4,PHB2
1069672,NDUFS8,HDDC3
1069673,NDUFA10,COX5A
1069674,PRPF31,ESS2
1069675,U2SURP,SF3B1
1069676,UBA3,CHTF18
1069677,TALDO1,ALDH7A1
1069678,RPL27,RSL24D1
1069679,MSH6,ERCC4
1069680,PHGDH,AGXT2
1069681,NDUFAB1,NDUFA10
1069682,PMPCB,PDSS1
1069683,U2SURP,SF3B3
1069684,ADK,ALDH6A1
1069685,MYL9,RPS11
1069686,ATP5F1B,RPL12
1069687,PAICS,HGD
1069688,COPA,HM13
1069689,AHCY,SHMT1
1069690,AHCY,ADSL
1069691,UMPS,VPS11
1069692,CCDC134,MED11
1069693,GCHFR,PITHD1
1069694,SNF8,MECR
1069695,SNAPIN,UBE2I
1069696,PHF5A,METTL26
1069697,PSMC3,FASN
1069698,UBE2G1,B3GNTL1
1069699,HPGDS,ALDH6A1
1069700,LGMN,BAG1
1069701,HSPD1,SNRPE
1069702,BTF3,RPL38
1069703,DCXR,DERA
1069704,RPL28,RPS26
1069705,EIF3F,NDUFA12
1069706,SEC22B,COASY
1069707,SMARCA1,SMARCAD1
1069708,ERCC3,THOC2
1069709,POLD2,CHTF18
1069710,RPS15A,RPF2
1069711,FDXR,COQ5
1069712,ACO2,DERA
1069713,RPL6,RSL24D1
1069714,PSMA4,ACAD8
1069715,HMGB3,HSPA2
1069716,RPLP0,FAU
1069717,RAB14,PSAT1
1069718,TXNL1,PSMA3
1069719,MAPK15,MAU2
1069720,RPS26,DICER1
1069721,CDK7,SUPT6H
1069722,MMAA,UPRT
1069723,NUDT14,NUDT9
1069724,DLAT,HSPA2
1069725,RPS29,RSL24D1
1069726,RPLP2,RO60
1069727,CRAT,IDH3A
1069728,SNRPD2,ZRSR2
1069729,HSPA2,SUPT16H
1069730,NDUFB3,DARS1
1069731,NOL8,GADD45GIP1
1069732,NDUFB10,RPN1
1069733,BTF3,BOP1
1069734,ELP4,CTDP1
1069735,PSMA6,ACAD8
1069736,BTAF1,STUB1
1069737,RPS21,ZDHHC3
1069738,RAB11B,SUPT16H
1069739,PEPD,USP14
1069740,PHYH,TPI1
1069741,RPL35A,RPS21
1069742,GSS,NUTF2
1069743,RPS7,URM1
1069744,HSPA2,PMPCA
1069745,COX5A,TMED10
1069746,QDPR,ETFB
1069747,UMPS,RPS15
1069748,ETFB,ADK
1069749,DDX27,NOL10
1069750,C1QBP,PRMT8
1069751,HSPA2,ISCU
1069752,ELP2,DPH2
1069753,U2SURP,SMNDC1
1069754,EDF1,GTF2H5
1069755,COPE,COX5A
1069756,NDUFAB1,COX5A
1069757,TRMT2A,GFM1
1069758,TPT1,RPS26
1069759,COPA,RPS15
1069760,DCTN2,CDT1
1069761,NDUFB4,EIF3K
1069762,NDUFB7,UQCRFS1
1069763,NDUFS7,MPC2
1069764,DLAT,RPS12
1069765,POLR1B,NHP2
1069766,FASN,EIF3B
1069767,DDOST,MRPL17
1069768,PCCA,NIT1
1069769,TYMS,MCCC1
1069770,KNTC1,ETF1
1069771,GNB5,MAPK1
1069772,DNAJC8,ABHD11
1069773,NDUFS1,SSR4
1069774,MCM3,MCCC1
1069775,NDC80,NUP98
1069776,SRP54,NTHL1
1069777,ADSL,NPEPL1
1069778,ATP5F1B,RPS11
1069779,FASN,PSMD1
1069780,DLAT,PSMD4
1069781,PCCA,RBKS
1069782,SNRPA1,NHP2
1069783,GLRX3,NFU1
1069784,PMPCB,HSPA2
1069785,RRM1,MECR
1069786,SEC61B,STT3B
1069787,TXNDC9,PAFAH1B1
1069788,FH,DCXR
1069789,BAG1,ATP6V1D
1069790,DCTN2,PINX1
1069791,AK2,MCCC1
1069792,XPO1,GPATCH11
1069793,RPS2,ETF1
1069794,RPS15A,RSL24D1
1069795,POLR2E,B3GNTL1
1069796,NDUFA13,STOML2
1069797,SRP54,EMC2
1069798,ADK,NPEPL1
1069799,BTF3,PSMD7
1069800,GMPS,RPS21
1069801,NDUFB4,PHB2
1069802,CRAT,RNF20
1069803,DDX39A,C1QBP
1069804,PEPD,ALDH7A1
1069805,SPATA5,WDR7
1069806,BTF3,LPCAT3
1069807,RPL38,RSL24D1
1069808,SRP54,EMC3
1069809,PSMD12,PCID2
1069810,PCNA,MRPS28
1069811,DNAJA2,WDR36
1069812,ATP5PD,RPL19
1069813,ACADVL,SUCLG2
1069814,NDUFS7,COX5A
1069815,NDUFS8,ATP5ME
1069816,ABCE1,RACK1
1069817,CCDC47,MRPL17
1069818,PC,PNO1
1069819,CYC1,COX10
1069820,MRPL12,GPS1
1069821,TPI1,AGXT2
1069822,HPD,DPYD
1069823,EIF3B,PSMD2
1069824,EDF1,ERCC3
1069825,PSMB3,ACAD8
1069826,EXOSC2,NDUFB9
1069827,UQCRB,NDUFV2
1069828,DDX47,GAR1
1069829,QDPR,ADK
1069830,HSPA13,TAF2
1069831,DRG1,NDUFB9
1069832,SLC30A4,CNOT3
1069833,GCHFR,ETF1
1069834,TRAPPC11,RRN3
1069835,NF2,VPS51
1069836,SSRP1,CTNNA3
1069837,COPS5,CTNNA3
1069838,MED8,CTNNA3
1069839,INSC,TFIP11
1069840,POR,MPP5
1069841,MIS18BP1,MPP5
1069842,EGF,MPP5
1069843,EMC2,MPP5
1069844,COPA,MPP5
1069845,WLS,GTPBP4
1069846,NF2,DLG5
1069847,NF2,WDR18
1069848,POLD2,TXN2
1069849,ZNF207,USO1
1069850,PTS,SMU1
1069851,KXD1,VPS51
1069852,CDK9,MPP5
1069853,USO1,PRRC1
1069854,TDO2,KXD1
1069855,USO1,CHCHD1
1069856,EIF2B5,DLG5
1069857,PNISR,LENG8
1069858,USO1,SNRPC
1069859,PSMC6,SLC4A1AP
1069860,YBX3,PRMT8
1069861,DLG5,DLG5
1069862,IK,DLG5
1069863,HDDC2,HDDC2
1069864,RANBP1,UBL5
1069865,CLP1,GPATCH1
1069866,ZNRD2,CCT4
1069867,HID1,WWP1
1069868,PAH,PNISR
1069869,USO1,TAF12
1069870,HPGDS,GSS
1069871,ZNRD2,TGS1
1069872,TLE3,PAXIP1
1069873,SF3A1,PPM1K
1069874,TLE3,SP5
1069875,PNISR,WWP1
1069876,AKTIP,PICK1
1069877,PICK1,LSM7
1069878,GET3,PSPH
1069879,DR1,HDAC11
1069880,SNAI1,TLE3
1069881,DRAP1,FOXA2
1069882,HAT1,DRAP1
1069883,DRAP1,MED11
1069884,SSRP1,MED11
1069885,DR1,MECOM
1069886,FOXP2,MECOM
1069887,MECOM,MED11
1069888,MECOM,NFYC
1069889,MECOM,TLE3
1069890,DDX39A,SP5
1069891,DDX39A,TAF12
1069892,NFYC,FOXA2
1069893,NFYC,RAD54L2
1069894,NACA,MED11
1069895,NACA,MED11
1069896,SNW1,EIF2B4
1069897,RPL5,SNW1
1069898,RACK1,SNW1
1069899,SNW1,TFB1M
1069900,GNAO1,DDOST
1069901,GNAO1,SGCB
1069902,EGF,GNAO1
1069903,UBE2I,BAZ2B
1069904,UFL1,UFM1
1069905,UFM1,DDRGK1
1069906,UFSP2,KLHL8
1069907,PIK3C3,STUB1
1069908,LRRC69,RAB8B
1069909,RAB11B,LRRC69
1069910,TBX18,TLE3
1069911,PRKAR1B,KIFAP3
1069912,NAA20,GOLGB1
1069913,DCTN2,ZWILCH
1069914,PPFIA3,PNISR
1069915,MAP3K12,MAP3K12
1069916,EXOSC10,ENDOG
1069917,ENDOG,EXOSC5
1069918,FEN1,FEN1
1069919,FEN1,EXOSC10
1069920,FEN1,EXOSC5
1069921,YBX3,DDX17
1069922,YBX3,AHCY
1069923,YBX3,ACTR1A
1069924,CCDC186,CCDC186
1069925,SF3B1,RPL19
1069926,GNAO1,NUCB2
1069927,ATP5MF,SARM1
1069928,SARM1,DDX1
1069929,TRAF3IP1,IFT52
1069930,SPAST,SPAST
1069931,TDP2,TDP2
1069932,BBS7,WDR19
1069933,BBS9,WDR19
1069934,IFT20,IFT140
1069935,BANF1,ANKLE2
1069936,DHX38,CWC25
1069937,MESD,MESD
1069938,CWC25,CWC25
1069939,CIR1,RBPJL
1069940,CIR1,DHX38
1069941,CIR1,CWC25
1069942,CHMP1B,CHMP6
1069943,HSPE1,DICER1
1069944,RPS12,DICER1
1069945,DLD,DICER1
1069946,NACA,DICER1
1069947,NACA,DICER1
1069948,CCT2,DICER1
1069949,CCT7,DICER1
1069950,CCT8,DICER1
1069951,GCDH,DICER1
1069952,RO60,DICER1
1069953,HNRNPK,DICER1
1069954,PCCB,DICER1
1069955,GBE1,DICER1
1069956,PC,DICER1
1069957,NPEPPS,DICER1
1069958,TCP1,DICER1
1069959,MRPS31,DICER1
1069960,EEF2,DICER1
1069961,ATP5F1B,DICER1
1069962,MRPS14,DICER1
1069963,MRPS11,DICER1
1069964,GPKOW,DICER1
1069965,TUBB4B,DICER1
1069966,PSMD13,DICER1
1069967,RALGAPB,DICER1
1069968,GCN1,DICER1
1069969,HSPA2,FICD
1069970,EEF1G,FICD
1069971,EEF2,FICD
1069972,MRE11,UBE2I
1069973,IFT20,KIFAP3
1069974,IFT20,DYNC2LI1
1069975,KIF17,KIF17
1069976,IFT81,KIF17
1069977,IFT74,KIF17
1069978,HDAC3,DNTTIP1
1069979,KPNB1,NAA25
1069980,NAA25,ZC3H10
1069981,NAA25,SUCLA2
1069982,RPL27A,NAA25
1069983,NAA25,CHMP1B
1069984,EEF2,NAA25
1069985,RACK1,NAA25
1069986,RPL9,NAA25
1069987,RPS6,NAA25
1069988,RPS13,NAA25
1069989,GRB2,DTL
1069990,NUDC,NUDC
1069991,ATP5F1B,SART3
1069992,HSPA9,SART3
